method,topology,candidate_id,generation_family,threshold,passive_failure,active_failure,first_cross_week,severity,active_severity,C0,Cadm,gamma_raw,gamma_clipped,active_worsens_shortfall,plausibility,mechanism_signature,mechanism_label_count,passive_active_classification,causal_prefix_indices,single_event_crossings,hcd_removal_elements,direct_impact_crossing,rlto_support_pairs,rlto_pair_iterations,event_specification,canonical_event_key,variant_id,parent_variant_id,parent_candidate_id
MI-FST,A,FST-MI-38,Demand-T2P combination,severe,True,True,17.0,1.524867724867725,1.524867724867725,1.524867724867725,1.524867724867725,0.0,0.0,False,0.006060420526971052,Concentrated dependency; Hidden convergent dependency,2,Structural,0;1,0,T2P,True,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-38
MI-FST,A,FST-MI-39,Demand-T2P combination,moderate,True,True,17.0,2.7033670033670036,2.5569023569023575,2.7033670033670036,2.5569023569023575,0.054178602565699285,0.054178602565699285,False,0.3820395811909718,Concentrated dependency; Hidden convergent dependency,2,Structural,0;1,0,T2P,True,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-39
MI-FST,A,FST-MI-39,Demand-T2P combination,severe,True,True,18.0,2.3422558922558925,2.195791245791246,2.3422558922558925,2.195791245791246,0.06253144541076694,0.06253144541076694,False,0.3820395811909718,Concentrated dependency; Hidden convergent dependency,2,Structural,0;1,0,T2P,True,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-39
MI-FST,A,FST-MI-40,Demand-T2P combination,moderate,True,True,16.0,3.094708994708995,3.094708994708995,3.094708994708995,3.094708994708995,0.0,0.0,False,0.004210769943186186,Concentrated dependency,1,Structural,0;1,0;1,,True,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-40
MI-FST,A,FST-MI-40,Demand-T2P combination,severe,True,True,17.0,2.6835978835978835,2.6835978835978835,2.6835978835978835,2.6835978835978835,0.0,0.0,False,0.004210769943186186,Concentrated dependency; Hidden convergent dependency,2,Structural,0;1,0,T2P,True,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-40
MI-FST,A,FST-MI-41,Sequential T2P-corridor,moderate,True,False,17.0,0.7111111111111115,0.0,0.7111111111111115,0.0,1.0,1.0,False,0.6414115947631008,Concentrated dependency; Propagation-amplified cascade,2,Adaptation-limited,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-41
MI-FST,A,FST-MI-41,Sequential T2P-corridor,severe,True,False,18.0,0.55,0.0,0.55,0.0,1.0,1.0,False,0.6414115947631008,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,3,Adaptation-limited,0;1,1,,False,0:1,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-41
MI-FST,A,FST-MI-42,Sequential T2P-corridor,moderate,True,True,17.0,0.7111111111111115,0.47777777777777797,0.7111111111111115,0.47777777777777797,0.3281250000000001,0.3281250000000001,False,0.6018730849781013,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-42
MI-FST,A,FST-MI-42,Sequential T2P-corridor,severe,True,False,18.0,0.55,0.0,0.55,0.0,1.0,1.0,False,0.6018730849781013,Concentrated dependency; Propagation-amplified cascade,2,Adaptation-limited,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-42
MI-FST,A,FST-MI-43,Sequential T2P-corridor,moderate,True,True,17.0,0.8703703703703708,0.8592592592592595,0.8703703703703708,0.8592592592592595,0.012765957446808751,0.012765957446808751,False,0.5254932044211416,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-43
MI-FST,A,FST-MI-43,Sequential T2P-corridor,severe,True,True,18.0,0.6592592592592593,0.6592592592592593,0.6592592592592593,0.6592592592592593,0.0,0.0,False,0.5254932044211416,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-43
MI-FST,A,FST-MI-44,Sequential T2P-corridor,moderate,True,True,17.0,1.4000000000000004,1.166666666666667,1.4000000000000004,1.166666666666667,0.16666666666666663,0.16666666666666663,False,0.41818040259083805,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-44
MI-FST,A,FST-MI-44,Sequential T2P-corridor,severe,True,True,18.0,1.1388888888888888,0.9555555555555555,1.1388888888888888,0.9555555555555555,0.1609756097560976,0.1609756097560976,False,0.41818040259083805,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-44
MI-FST,A,FST-MI-45,Sequential T2P-corridor,moderate,True,True,17.0,1.9555555555555553,1.7222222222222219,1.9555555555555553,1.7222222222222219,0.11931818181818188,0.11931818181818188,False,0.2723968254214807,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-45
MI-FST,A,FST-MI-45,Sequential T2P-corridor,severe,True,True,18.0,1.657407407407407,1.4740740740740739,1.657407407407407,1.4740740740740739,0.11061452513966474,0.11061452513966474,False,0.2723968254214807,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",MI-FST,,FST-MB-45
MI-FST,A,FST-MI-46,Sequential corridor-T2P,moderate,True,True,21.0,0.8259259259259261,0.525925925925926,0.8259259259259261,0.525925925925926,0.36322869955156944,0.36322869955156944,False,0.6414115947631008,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,4,Structural,0;1,1,T2P,False,0:1,2,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-46
MI-FST,A,FST-MI-46,Sequential corridor-T2P,severe,True,True,22.0,0.6759259259259259,0.3759259259259259,0.6759259259259259,0.3759259259259259,0.44383561643835623,0.44383561643835623,False,0.6414115947631008,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,4,Structural,0;1,1,T2P,False,0:1,2,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-46
MI-FST,A,FST-MI-47,Sequential corridor-T2P,moderate,True,True,14.0,1.248148148148148,0.9037037037037037,1.248148148148148,0.9037037037037037,0.27596439169139464,0.27596439169139464,False,0.6018730849781013,Concentrated dependency,1,Structural,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-47
MI-FST,A,FST-MI-47,Sequential corridor-T2P,severe,True,True,15.0,0.8981481481481477,0.6537037037037035,0.8981481481481477,0.6537037037037035,0.27216494845360817,0.27216494845360817,False,0.6018730849781013,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-47
MI-FST,A,FST-MI-48,Sequential corridor-T2P,moderate,True,True,14.0,1.5703703703703704,1.3259259259259262,1.5703703703703704,1.3259259259259262,0.15566037735849048,0.15566037735849048,False,0.5254932044211416,Concentrated dependency,1,Structural,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-48
MI-FST,A,FST-MI-48,Sequential corridor-T2P,severe,True,True,15.0,1.2092592592592588,1.0648148148148147,1.2092592592592588,1.0648148148148147,0.1194486983154669,0.1194486983154669,False,0.5254932044211416,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-48
MI-FST,A,FST-MI-49,Sequential corridor-T2P,moderate,True,True,14.0,2.0703703703703704,1.5037037037037038,2.0703703703703704,1.5037037037037038,0.2737030411449016,0.2737030411449016,False,0.41818040259083805,Concentrated dependency,1,Structural,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-49
MI-FST,A,FST-MI-49,Sequential corridor-T2P,severe,True,True,15.0,1.7203703703703703,1.2037037037037035,1.7203703703703703,1.2037037037037035,0.30032292787944037,0.30032292787944037,False,0.41818040259083805,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-49
MI-FST,A,FST-MI-50,Sequential corridor-T2P,moderate,True,True,14.0,2.692592592592592,1.8148148148148144,2.692592592592592,1.8148148148148144,0.32599724896836313,0.32599724896836313,False,0.2723968254214807,Concentrated dependency,1,Structural,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-50
MI-FST,A,FST-MI-50,Sequential corridor-T2P,severe,True,True,15.0,2.342592592592592,1.5148148148148142,2.342592592592592,1.5148148148148142,0.3533596837944666,0.3533596837944666,False,0.2723968254214807,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-50
RST,A,RST-01,Concentrated dependency,moderate,True,True,18.0,0.42222222222222217,0.29999999999999993,0.42222222222222217,0.29999999999999993,0.2894736842105263,0.2894736842105263,False,0.6565467905537908,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0,0,T2P,False,,0,"[{""target"":""T2P"",""magnitude"":0.45,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.45,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",RST,,
RST,A,RST-01,Concentrated dependency,severe,False,,,0.0,0.0,,,,,,0.6565467905537908,Unclassified,0,Non-failure,,,,,,0,"[{""target"":""T2P"",""magnitude"":0.45,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.45,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",RST,,
RST,A,RST-02,Concentrated dependency,moderate,True,True,18.0,1.2296296296296303,0.9296296296296302,1.2296296296296303,0.9296296296296302,0.24397590361445776,0.24397590361445776,False,0.4023193950516252,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0,0,T2P,False,,0,"[{""target"":""T2P"",""magnitude"":0.55,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.55,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",RST,,
RST,A,RST-02,Concentrated dependency,severe,True,True,19.0,1.0296296296296301,0.7296296296296301,1.0296296296296301,0.7296296296296301,0.29136690647482,0.29136690647482,False,0.4023193950516252,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0,0,T2P,False,,0,"[{""target"":""T2P"",""magnitude"":0.55,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.55,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",RST,,
